"LTER","Site/Stream.Name","Sampling.Date","Daily.Avg.Q.(Discharge)","Instantaneous.Q.(Discharge)","Stage.Height","Temp.C","Conductivity","Spec.Cond","Turbidity","TSS","VSS","DSi","TN","TDN","DIN","NOx","NO3","NO2","NH4","DON","TP","TDP","PO4","SRP","DOC","TOC","alkalinity","ANC","pH","DIC","Suspended.Chl","Benthic.Chl","Na","K","Ca","Mg","SO4","Cl"
"ARC ","E 05 Inlet South",2003-07-21,NA,1930,NA,10.1,NA,12.2,NA,NA,NA,43.7,24.2,NA,0.194,0.194,NA,NA,NA,NA,0.0903,NA,0.0529,NA,888,NA,57,NA,5.77,149.262,NA,NA,10.6,0.188,44.8,15.2,0.9,0.3
"ARC ","E 05 Inlet South",2003-07-28,NA,45800,NA,2.6,NA,10.1,NA,NA,NA,48.3,22.8,NA,0.195,0.195,NA,NA,NA,NA,0.0872,NA,0.0209,NA,907,NA,43,NA,5.76,92.0914,NA,NA,8.7,0.0827,39.2,15.3,1.2,0.2
"ARC ","E 05 Inlet South",2003-08-04,NA,1310,NA,3.5,NA,10.6,NA,NA,NA,49.3,28,NA,0.191,0.191,NA,NA,NA,NA,0.0707,NA,0.0148,NA,804,NA,52,NA,5.72,96.125,NA,NA,9.3,0.181,38.6,15,1.2,0.2
"ARC ","E 05 Inlet South",2003-08-11,NA,136000,NA,5.2,NA,12.9,NA,NA,NA,48,40.6,NA,0.202,0.202,NA,NA,NA,NA,0.0894,NA,0.0518,NA,1437,NA,56,NA,6.2,88.0652,NA,NA,9.8,0.446,43.2,16.3,1.4,1.1
"ARC ","E 05 Inlet South",2003-08-18,NA,34300,NA,4.6,NA,10.6,NA,NA,NA,49.9,26.3,NA,0.0614,0.0614,NA,NA,NA,NA,0.0683,NA,NA,NA,825,NA,28,NA,6.35,87.101,NA,NA,9.7,0.406,40.7,15.4,NA,NA
"ARC ","E 05 Inlet West",2000-06-28,NA,NA,NA,5,NA,7.5,NA,NA,NA,51,14.2,NA,0.445,0.169,NA,NA,0.276,NA,NA,NA,0.14,NA,542,NA,27,NA,6.21,42.00382,NA,NA,12.3,0.37,24.4,12.3,0.8,0
"ARC ","E 05 Inlet West",2000-07-05,NA,74400,NA,3.6,NA,7.6,NA,NA,NA,51.7,18.9,NA,0.3428,0.0828,NA,NA,0.26,NA,NA,NA,0.236,NA,745,NA,NA,NA,5.59,43.00559,NA,NA,9.2,0.873,25.2,13.3,0.8,0.4
"ARC ","E 05 Inlet West",2000-07-11,NA,9570,NA,4.4,NA,9.7,NA,NA,NA,57.6,11.1,NA,0.467,0.467,NA,NA,NA,NA,NA,NA,0.0208,NA,450,NA,47,NA,5.81,121.0038,NA,NA,10.1,0.317,27.1,13.8,2,0.5
"ARC ","E 05 Inlet West",2000-07-26,NA,20300,NA,4.1,NA,8.4,NA,NA,NA,57.5,15.5,NA,0.626,0.626,NA,NA,NA,NA,NA,NA,0.0407,NA,608,NA,29,NA,5.73,98.00821,NA,NA,7.4,0.326,29,14.1,1.3,0.3
"ARC ","E 05 Inlet West",2000-08-02,NA,3890,NA,1.8,NA,12.8,NA,NA,NA,69.7,13.8,NA,0.371,NA,NA,NA,0.371,NA,NA,NA,0.0848,NA,358,NA,90,NA,5.68,516.0263,NA,NA,18.9,0.812,38.2,19.1,4.9,9.2
"ARC ","E 05 Inlet West",2000-08-09,NA,1900,NA,1.9,NA,12.8,NA,NA,NA,69.6,15.4,NA,0.365,NA,NA,NA,0.365,NA,NA,NA,0.126,NA,350,NA,90,NA,5.84,505.007,NA,NA,18.2,1.05,39.5,19.5,4,0.6
"ARC ","E 05 Inlet West",2001-06-25,NA,NA,NA,0.5,NA,13.6,NA,NA,NA,69.1,14.8,NA,0.136,0.136,NA,NA,NA,NA,0.211,NA,NA,NA,266,NA,80,NA,5.62,525.0061,NA,NA,18.1,1.01,41.5,20.6,5.9,2.7
"ARC ","E 05 Inlet West",2001-07-03,NA,NA,NA,0.1,NA,11.8,NA,NA,NA,62.5,13.9,NA,0.0855,0.0855,NA,NA,NA,NA,0.25,NA,NA,NA,341,NA,69,NA,5.65,365.00332,NA,NA,15.9,0.865,34.4,17.1,4.4,0.8
"ARC ","E 05 Inlet West",2001-07-09,NA,NA,NA,4.5,NA,8.7,NA,NA,NA,54.8,17.2,NA,1.73,1.73,NA,NA,NA,NA,0.114,NA,0.0675,NA,536,NA,30,NA,5.87,133.00399,NA,NA,9.6,0.318,26.7,13.5,1.7,0.4
"ARC ","E 05 Inlet West",2001-07-16,NA,NA,NA,0.5,NA,10.7,NA,NA,NA,63.2,12.3,NA,5.41,5.41,NA,NA,NA,NA,0.216,NA,NA,NA,339,NA,71,NA,5.81,392.00115,NA,NA,15.5,0.934,33.8,16.5,NA,NA
"ARC ","E 05 Inlet West",2001-07-23,NA,NA,NA,3,NA,11.5,NA,NA,NA,62.9,21,NA,3.88,3.88,NA,NA,NA,NA,0.133,NA,0.136,NA,336,NA,65,NA,5.13,365.0498,NA,NA,13.3,0.502,32.6,16.3,3.3,0.5
"ARC ","E 05 Inlet West",2001-07-30,NA,NA,NA,1.7,NA,7.9,NA,NA,NA,57,17.6,NA,0.127,0.127,NA,NA,NA,NA,0.0916,NA,NA,NA,491,NA,17,NA,5.5,58.00519,NA,NA,5.7,0.135,29,14.4,0.8,0.5
"ARC ","E 05 Inlet West",2001-08-06,NA,NA,NA,3.3,NA,7.8,NA,NA,NA,57.6,14.4,NA,0.594,0.594,NA,NA,NA,NA,0.0777,NA,NA,NA,627,NA,21,NA,4.94,70.00528,NA,NA,6.4,0.243,27.7,13.7,0.8,0.5
"ARC ","E 05 Inlet West",2002-06-17,NA,6430,NA,2.9,NA,7.7,NA,NA,NA,39.4,18.2,NA,0.264,0.264,NA,NA,NA,NA,0.133,NA,0.0856,NA,543,NA,29,NA,6.3,93.00704,NA,NA,15.4,0.381,25.6,13.3,1,0.5
"ARC ","E 05 Inlet West",2002-06-24,NA,NA,NA,2.3,NA,7.4,NA,NA,NA,37.7,25.4,NA,0.0934,0.0934,NA,NA,NA,NA,NA,NA,NA,NA,738,NA,14,NA,5.75,38.00605,NA,NA,13.3,0.163,25.5,13.1,0.5,0.3
"ARC ","E 05 Inlet West",2002-07-01,NA,NA,NA,3.4,NA,7.1,NA,NA,NA,34.4,24.3,NA,0.0454,0.0454,NA,NA,NA,NA,0.0868,NA,0.0247,NA,591,NA,13,NA,5.84,43.00517,NA,NA,10.7,0.425,24.2,12,0.7,0.3
"ARC ","E 05 Inlet West",2002-07-15,NA,3680,NA,6,NA,7.4,NA,NA,NA,44.6,15.6,NA,0.102,0.102,NA,NA,NA,NA,0.0689,NA,0.0562,NA,510,NA,23,NA,5.58,54.00336,NA,NA,8.2,0.267,25,12.2,0.9,0.4
"ARC ","E 05 Inlet West",2002-07-22,NA,3160,NA,2.6,NA,10.5,NA,NA,NA,57.5,16.4,NA,2.1,2.1,NA,NA,NA,NA,0.152,NA,0.15,NA,336,NA,60,NA,5.38,440.0106,NA,NA,10.8,0.576,29.8,14.3,1.9,3.4
"ARC ","E 05 Inlet West",2002-07-29,NA,NA,NA,1.8,NA,11.6,NA,NA,NA,60.7,13.4,NA,5.27,5.27,NA,NA,NA,NA,0.147,NA,0.177,NA,289,NA,73,NA,5.84,502,NA,NA,11.8,0.527,35.1,14.9,2.3,1.8
"ARC ","E 05 Inlet West",2002-08-05,NA,NA,NA,2.5,NA,12,NA,NA,NA,62.3,18.3,NA,7.21,7.21,NA,NA,NA,NA,0.123,NA,0.133,NA,278,NA,75,NA,5.56,463.00674,NA,NA,12.5,0.513,37.9,16.4,2.6,1
"ARC ","E 05 Inlet West",2002-08-12,NA,15,NA,5.6,NA,7.6,NA,NA,NA,43.6,16.6,NA,0.614,0.614,NA,NA,NA,NA,0.0809,NA,0.0585,NA,469,NA,28,NA,5.23,48.00261,NA,NA,9,0.0993,23.4,11.9,0.7,0.6
"ARC ","E 05 Inlet West",2003-06-20,NA,3120,NA,3.8,NA,7.4,NA,NA,NA,45,16.1,NA,0.968,0.968,NA,NA,NA,NA,0.0675,NA,0.0191,NA,407,NA,29,NA,6.75,84.00116,NA,NA,10.6,0.757,20.9,11,2.4,0.7
"ARC ","E 05 Inlet West",2003-06-30,NA,NA,NA,6.2,NA,10.2,NA,NA,NA,45.3,77.6,NA,1.25,1.25,NA,NA,NA,NA,0.0391,NA,0.0318,NA,663,NA,62,NA,6.05,410.00149,NA,NA,8.5,0.823,27,13.6,2.2,1.7
"ARC ","E 05 Inlet West",2003-07-07,NA,63700,NA,6.5,NA,7.2,NA,NA,NA,48.6,20.1,NA,0.301,0.301,NA,NA,NA,NA,0.111,NA,0.0479,NA,657,NA,23,NA,5.66,35.002,NA,NA,8.7,0.708,22.1,11.2,1.2,0.8
"ARC ","E 05 Inlet West",2003-07-14,NA,56200,NA,4.9,NA,24.5,NA,NA,NA,50.4,20.2,NA,0.205,0.205,NA,NA,NA,NA,0.132,NA,0.169,NA,722,NA,21,NA,5.86,36.00273,NA,NA,6,0.175,24.3,12.2,1,0.2
"ARC ","E 05 Inlet West",2003-07-21,NA,3160,NA,7.9,NA,7.5,NA,NA,NA,52,39.3,NA,0.224,0.224,NA,NA,NA,NA,0.0856,NA,0.0631,NA,597,NA,34,NA,6.15,33.000663,NA,NA,7.3,0.561,24.1,11.9,1.3,1
"ARC ","E 05 Inlet West",2003-07-28,NA,46100,NA,2.2,NA,7.2,NA,NA,NA,47.3,29.9,NA,0.225,0.225,NA,NA,NA,NA,0.104,NA,0.0944,NA,715,NA,7,NA,5.29,47.00261,NA,NA,5,0.212,23.7,11.6,1,2.2
"ARC ","E 05 Inlet West",2003-08-04,NA,23000,NA,3.1,NA,7.2,NA,NA,NA,46.8,26.4,NA,0.45,0.45,NA,NA,NA,NA,0.0918,NA,0.0593,NA,681,NA,28,NA,5.62,34.00317,NA,NA,5.4,0.233,23.3,11.3,1,0.8
"ARC ","E 05 Inlet West",2003-08-11,NA,187000,NA,5.3,NA,7.6,NA,NA,NA,51.6,45,NA,0.151,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,5.19,38.00246,NA,NA,6.2,1.24,26.2,12.9,1.2,1.7
"ARC ","E 05 Inlet West",2003-08-18,NA,23700,NA,4.7,NA,7.4,NA,NA,NA,43.6,23.7,NA,0.0465,0.0465,NA,NA,NA,NA,0.105,NA,0.192,NA,708,NA,25,NA,6.07,34.00224,NA,NA,6.5,0.767,24.6,11.6,NA,NA
"ARC ","E 05 Outlet",2000-06-28,NA,NA,NA,9.4,NA,13.7,NA,NA,NA,27.7,1.6,NA,4.514,0.164,NA,NA,4.35,NA,NA,NA,0.111,NA,427,NA,91,NA,6.51,60.17,NA,NA,13.1,5.94,51,17.9,0,2
"ARC ","E 05 Outlet",2000-07-05,NA,NA,NA,10.1,NA,13.6,NA,NA,NA,27.2,12.2,NA,0.394,0.143,NA,NA,0.251,NA,NA,NA,0.101,NA,428,NA,86,NA,6.55,41.138,NA,NA,12.2,5.52,50.7,17.9,3.5,2.1
"ARC ","E 05 Outlet",2000-07-11,NA,NA,NA,13.3,NA,13.6,NA,NA,NA,27.1,12.7,NA,0.214,0.214,NA,NA,NA,NA,NA,NA,0.0731,NA,442,NA,88,NA,6.5,37.0695,NA,NA,12,5.53,50.9,17.8,3.2,2.4
"ARC ","E 05 Outlet",2000-07-26,NA,NA,NA,11.1,NA,14.4,NA,NA,NA,26.5,13.5,NA,0.599,0.229,NA,NA,0.37,NA,NA,NA,0.0237,NA,456,NA,98,NA,6.38,53.386,NA,NA,12.3,5.2,54.9,18.8,3.5,1.7
"ARC ","E 05 Outlet",2000-08-02,NA,NA,NA,12.9,NA,13.4,NA,NA,NA,24.1,15.9,NA,1.14,NA,NA,NA,1.14,NA,NA,NA,0.0147,NA,459,NA,89,NA,6.49,46.193,NA,NA,12.5,5.01,49.4,17.3,3.5,1.8
"ARC ","E 05 Outlet",2000-08-09,NA,NA,NA,10.4,NA,13.6,NA,NA,NA,24.2,13.5,NA,0.878,NA,NA,NA,0.878,NA,NA,NA,0.00717,NA,442,NA,89,NA,6.5,44.0954,NA,NA,12.4,5.11,48.9,17.4,3.8,2.8
"ARC ","E 05 Outlet",2001-06-25,NA,NA,NA,12.4,NA,13.2,NA,NA,NA,23.8,11.3,NA,0.077,0.077,NA,NA,NA,NA,0.104,NA,NA,NA,312,NA,84,NA,6.53,58.101,NA,NA,11.5,6.38,47.1,16.6,3.1,4.2
"ARC ","E 05 Outlet",2001-07-03,NA,NA,NA,15.2,NA,13.4,NA,NA,NA,24.7,13.1,NA,0.0878,0.0878,NA,NA,NA,NA,0.119,NA,NA,NA,419,NA,84,NA,6.67,53.0787,NA,NA,11.5,6.14,46.4,16.4,3,1.8
"ARC ","E 05 Outlet",2001-07-09,NA,NA,NA,11.7,NA,13.1,NA,NA,NA,23.5,13.2,NA,0.0657,0.0657,NA,NA,NA,NA,0.114,NA,0.0242,NA,424,NA,85,NA,6.71,NA,NA,NA,11.3,5.65,45.3,16.3,3.3,1.8
"ARC ","E 05 Outlet",2001-07-16,NA,NA,NA,15.1,NA,13.2,NA,NA,NA,22.8,13.2,NA,0.0812,0.0812,NA,NA,NA,NA,0.113,NA,NA,NA,400,NA,95,NA,6.68,44.419,NA,NA,11.2,5.47,47.1,16.4,NA,NA
"ARC ","E 05 Outlet",2001-07-23,NA,NA,NA,15.9,NA,12.7,NA,NA,NA,22.6,12.2,NA,0.0921,0.0921,NA,NA,NA,NA,0.122,NA,0.0605,NA,391,NA,85,NA,6.94,30.101,NA,NA,11.6,5.77,45.7,16.4,3,2.1
"ARC ","E 05 Outlet",2001-07-30,NA,NA,NA,10.3,NA,13,NA,NA,NA,24.4,11.5,NA,0.0851,0.0851,NA,NA,NA,NA,0.136,NA,NA,NA,487,NA,85,NA,6.03,39.104,NA,NA,11.8,5.54,47.7,17.1,2.9,8.4
"ARC ","E 05 Outlet",2001-08-06,NA,NA,NA,8.8,NA,13,NA,NA,NA,25.1,11.3,NA,0.0457,0.0457,NA,NA,NA,NA,0.0814,NA,NA,NA,402,NA,85,NA,5.72,40.0952,NA,NA,11.5,5.3,47.6,17,2.8,1
"ARC ","E 05 Outlet",2002-06-17,NA,NA,NA,5.8,NA,13.9,NA,NA,NA,19.6,15.7,NA,0.0875,0.0875,NA,NA,NA,NA,0.126,NA,0.138,NA,530,NA,85,NA,6.56,90.26,NA,NA,11.9,7.67,52.3,16.1,2.9,4.7
"ARC ","E 05 Outlet",2002-06-24,NA,NA,NA,6.9,NA,13.7,NA,NA,NA,16.7,16.5,NA,0.0912,0.0912,NA,NA,NA,NA,0.0923,NA,0.0153,NA,431,NA,85,NA,6.5,51.15,NA,NA,11.7,7.52,51.5,16.1,2.7,3.7
"ARC ","E 05 Outlet",2002-07-01,NA,NA,NA,9.3,NA,13.6,NA,NA,NA,13.6,14,NA,0.072,0.072,NA,NA,NA,NA,0.106,NA,0.0839,NA,NA,NA,83,NA,6.65,36.11,NA,NA,11.3,7.17,49.7,14.9,2.5,3.1
"ARC ","E 05 Outlet",2002-07-08,NA,NA,NA,9.3,NA,13.3,NA,NA,NA,18.1,14.9,NA,0.611,0.611,NA,NA,NA,NA,0.117,NA,0.0213,NA,470,NA,81,NA,5.52,38.0678,NA,NA,12,7.25,49.4,16,2.8,3
"ARC ","E 05 Outlet",2002-07-15,NA,NA,NA,13.7,NA,13.4,NA,NA,NA,17.3,12.2,NA,0.942,0.942,NA,NA,NA,NA,0.118,NA,0.0834,NA,424,NA,77,NA,6.48,31.0499,NA,NA,NA,6.94,NA,NA,2.9,2.6
"ARC ","E 05 Outlet",2002-07-22,NA,NA,NA,16.6,NA,8.6,NA,NA,NA,20.4,17.5,NA,0.612,0.612,NA,NA,NA,NA,0.137,NA,0.0193,NA,520,NA,80,NA,6.82,21.147,NA,NA,11.3,6.32,42.8,15.1,2.5,3
"ARC ","E 05 Outlet",2002-07-29,NA,NA,NA,13.3,NA,13.3,NA,NA,NA,13.8,14.6,NA,0.381,0.381,NA,NA,NA,NA,0.113,NA,0.0222,NA,428,NA,76,NA,7,18.134,NA,NA,11.8,6.69,49.1,14.8,2.6,3.8
"ARC ","E 05 Outlet",2002-08-05,NA,NA,NA,13,NA,13.2,NA,NA,NA,10.5,16.1,NA,0.73,0.73,NA,NA,NA,NA,0.112,NA,0.0245,NA,402,NA,83,NA,6.59,29.0992,NA,NA,11.3,6.38,47.5,14.1,2.6,2.8
"ARC ","E 05 Outlet",2002-08-12,NA,NA,NA,9,NA,13.4,NA,NA,NA,12.2,15.5,NA,0.618,0.618,NA,NA,NA,NA,0.136,NA,0.0928,NA,418,NA,83,NA,6.35,31.102,NA,NA,14,6.13,44.6,15.4,2.9,3.1
"ARC ","E 05 Outlet",2003-06-20,NA,NA,NA,5.5,NA,12.3,NA,NA,NA,21.8,19,NA,1.05,1.05,NA,NA,NA,NA,0.139,NA,0.036,NA,507,NA,83,NA,6.82,96.162,NA,NA,8.8,6.77,40.1,14.7,2.5,2.3
"ARC ","E 05 Outlet",2003-06-30,NA,NA,NA,11.9,NA,11.8,NA,NA,NA,18.4,24.4,NA,0.479,0.479,NA,NA,NA,NA,0.114,NA,0.0334,NA,532,NA,80,NA,7.04,59.0737,NA,NA,8.4,6.29,38.1,13.8,2.4,3.9
"ARC ","E 05 Outlet",2003-07-07,NA,NA,NA,11.8,NA,12,NA,NA,NA,19.1,15.9,NA,0.264,0.264,NA,NA,NA,NA,0.107,NA,0.0252,NA,476,NA,87,NA,6.71,36.0757,NA,NA,8.7,6.35,39.9,14.3,2.3,1.9
"ARC ","E 05 Outlet",2003-07-14,NA,NA,NA,11.7,NA,11.8,NA,NA,NA,19.1,21.3,NA,0.233,0.233,NA,NA,NA,NA,0.097,NA,0.0461,NA,480,NA,84,NA,7.07,37.0908,NA,NA,8.8,6.03,39,14.2,2.3,2.5
"ARC ","E 05 Outlet",2003-07-21,NA,NA,NA,13.1,NA,11.7,NA,NA,NA,19.8,11.3,NA,0.157,0.157,NA,NA,NA,NA,0.106,NA,0.0566,NA,459,NA,82,NA,6.6,30.0784,NA,NA,9,5.96,38.7,14.1,2.2,2
"ARC ","E 05 Outlet",2003-07-28,NA,NA,NA,9.5,NA,11.7,NA,NA,NA,21.4,20.1,NA,0.197,0.197,NA,NA,NA,NA,0.11,NA,0.0528,NA,503,NA,82,NA,6.45,50.061,NA,NA,8.6,5.73,39.1,14.2,2.3,1.9
"ARC ","E 05 Outlet",2003-08-04,NA,NA,NA,9,NA,11.7,NA,NA,NA,21.4,19.7,NA,0.166,0.166,NA,NA,NA,NA,0.109,NA,0.0232,NA,494,NA,82,NA,6.42,43.0736,NA,NA,8.8,5.48,38.4,14,2,1.3
"ARC ","E 05 Outlet",2003-08-11,NA,NA,NA,7.9,NA,15.1,NA,NA,NA,18.7,18,NA,0.13,0.13,NA,NA,NA,NA,0.0996,NA,0.0145,NA,486,NA,63,NA,6.87,35.0327,NA,NA,9.3,5.4,39.4,14.3,2.2,5.4
"ARC ","E 05 Outlet",2003-08-18,NA,NA,NA,8.7,NA,11.4,NA,NA,NA,16.3,13.3,NA,0.0803,0.0803,NA,NA,NA,NA,0.134,NA,0.154,NA,447,NA,78,NA,6.83,33.0328,NA,NA,9.1,4.95,39.2,14.2,2.2,17
"ARC ","Elusive Lake",2001-07-12,NA,NA,NA,15.5,NA,255,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,2009,NA,8.33,21.206,NA,NA,52.7,11.2,1364,240.5,NA,NA
"ARC ","Galbraith Lake",2001-07-12,NA,NA,NA,10.5,NA,165.2,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,1584,NA,8.22,25.153,NA,NA,22.9,7.3,784.7,147.6,NA,NA
"ARC ","Green Cabin Lake",2004-05-11,NA,NA,NA,2,NA,63.9,NA,NA,NA,80.5,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,NA,497,NA,6.44,224.00243,NA,NA,57,7.67,263.6,78.4,80.8,2.6
"ARC ","Green Cabin Lake",2004-05-11,NA,NA,NA,3.1,NA,77.2,NA,NA,NA,101.3,28.2,NA,0.639,0.639,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,659,NA,6.36,378.46,NA,NA,53.4,7.85,296.9,81.3,61.6,4.2
"ARC ","Green Cabin Lake",2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,291,NA,NA,NA,NA,NA,38.5,7.09,155.2,48.9,NA,NA
"ARC ","Green Cabin Lake",2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,NA,289,NA,NA,NA,NA,NA,39.2,6.79,156.1,49.2,NA,NA
"ARC ","Green Cabin Lake",2004-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,NA,284,NA,NA,NA,NA,NA,39.3,6.4,153.2,49.3,NA,NA
"ARC ","Green Cabin Lake",2004-07-16,NA,NA,NA,11.9,NA,36.9,NA,NA,NA,54,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,NA,310,NA,7.36,NA,NA,NA,40.2,5.51,167,52.3,NA,NA
"ARC ","Green Cabin Lake",2004-07-16,NA,NA,NA,11.4,NA,37.3,NA,NA,NA,54.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,309,NA,7.27,NA,NA,NA,39.9,5.46,170.3,52.5,NA,NA
"ARC ","Green Cabin Lake",2004-07-16,NA,NA,NA,9.5,NA,36.5,NA,NA,NA,54.6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,NA,305,NA,7.13,NA,NA,NA,40.1,5.58,167.1,51.9,NA,NA
"ARC ","Green Cabin Lake",2004-07-16,NA,NA,NA,8.3,NA,35.2,NA,NA,NA,54.3,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,301,NA,7.03,NA,NA,NA,39.2,5.53,162.7,51,NA,NA
"ARC ","Green Cabin Lake",2004-07-16,NA,NA,NA,7.4,NA,33.9,NA,NA,NA,54.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,284,NA,6.91,NA,NA,NA,38.3,5.58,156.8,49.4,NA,NA
"ARC ","Green Cabin Lake",2004-08-12,NA,NA,NA,11.5,NA,47.2,NA,NA,NA,59,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,396,NA,7.5,NA,NA,NA,45.7,5.57,198.8,65.7,NA,NA
"ARC ","Green Cabin Lake",2004-08-12,NA,NA,NA,11.4,NA,47.4,NA,NA,NA,58.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,376,NA,7.49,NA,NA,NA,43.7,4.9,196.9,65.7,NA,NA
"ARC ","Green Cabin Lake",2004-08-12,NA,NA,NA,10.2,NA,48.8,NA,NA,NA,59.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,NA,384,NA,7.3,NA,NA,NA,43.1,4.9,201.5,66.3,NA,NA
"ARC ","Green Cabin Lake",2004-08-12,NA,NA,NA,7.9,NA,43.5,NA,NA,NA,60.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,NA,364,NA,7.05,NA,NA,NA,42.7,4.85,186.2,62.4,NA,NA
"ARC ","Green Cabin Lake",2005-07-04,NA,NA,NA,11.6,NA,41.9,NA,NA,NA,35.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,NA,340,NA,7.48,NA,NA,NA,44,9.04,181.1,55.8,NA,NA
"ARC ","Green Cabin Lake",2005-07-04,NA,NA,NA,11.7,NA,41.7,NA,NA,NA,35.1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,341,NA,7.49,NA,NA,NA,43.2,8.58,180.5,55.8,NA,NA
"ARC ","Green Cabin Lake",2005-07-04,NA,NA,NA,11.5,NA,41.5,NA,NA,NA,35.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,339,NA,7.5,NA,NA,NA,42.8,8.53,180.7,55.6,NA,NA
"ARC ","Green Cabin Lake",2005-07-04,NA,NA,NA,8.4,NA,39.3,NA,NA,NA,41.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,337,NA,7.02,NA,NA,NA,42.6,8.65,178.6,55.2,NA,NA
"ARC ","Green Cabin Lake",2005-07-04,NA,NA,NA,6.2,NA,38.2,NA,NA,NA,46.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,336,NA,6.79,NA,NA,NA,38.8,9.25,174.8,52.7,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,11.9,NA,55.6,NA,NA,NA,42.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,NA,372,NA,7.01,NA,NA,NA,51.6,6.71,213.6,67.9,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,11.9,NA,56,NA,NA,NA,42.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,371,NA,6.97,NA,NA,NA,51.8,6.7,214.3,67.9,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,11.9,NA,56,NA,NA,NA,42.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,375,NA,6.96,NA,NA,NA,52.4,6.69,213.6,67.7,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,11.3,NA,57.4,NA,NA,NA,42.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,NA,375,NA,6.73,NA,NA,NA,52.3,6.71,208.4,67.5,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,8.6,NA,48,NA,NA,NA,48.5,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,NA,341,NA,6.02,NA,NA,NA,46.3,7.17,194,60.6,NA,NA
"ARC ","Green Cabin Lake",2005-08-21,NA,NA,NA,7.9,NA,47.8,NA,NA,NA,52.9,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,324,NA,5.81,NA,NA,NA,44.9,7.29,185.3,58.1,NA,NA
"ARC ","Green Cabin Lake",2006-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,335,NA,NA,NA,NA,NA,44.2,8.56,188.1,60.8,NA,NA
"ARC ","Green Cabin Lake",2006-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,335,NA,NA,NA,NA,NA,42.1,7.94,185.1,59.8,NA,NA
"ARC ","Green Cabin Lake",2006-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,NA,333,NA,NA,NA,NA,NA,41.9,7.9,184.3,59.5,NA,NA
"ARC ","Green Cabin Lake",2006-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,NA,343,NA,NA,NA,NA,NA,42.3,8.82,189.8,60.6,NA,NA
